point_index,markov_p1,ml_mc_p1,ml_informed_markov_p1,ml_informed_markov_unsmoothed_p1,hybrid_p1,set1,set2,gm1,gm2
206,0.8082133676408322,0.5766666666666667,0.7108410933283418,0.7561660481577068,0.612170494149372,1,1,5.0,5.0
207,0.7746658755961722,0.5433333333333333,0.6699373889868794,0.6767363912443387,0.5633821536627793,1,1,5.0,5.0
208,0.6788048962472859,0.48333333333333334,0.5699909947983367,0.6178883380545475,0.48984905209713175,1,1,5.0,6.0
209,0.691478915798598,0.5433333333333333,0.5879824036508197,0.6253822773954454,0.5561726171469896,1,1,5.0,6.0
210,0.6720808257194637,0.48,0.5545329614529987,0.6120769346329855,0.4876832330287786,1,1,5.0,6.0
211,0.6300109412509902,0.48,0.49773169329489336,0.5772000664405834,0.48600043765003964,1,1,5.0,6.0
212,0.6640855573531417,0.49333333333333335,0.5379002020732522,0.604407353117991,0.49561002965359746,1,1,5.0,6.0
213,0.6927561009113075,0.47,0.573670456146091,0.6331103042391368,0.48336536605467845,1,1,5.0,6.0
214,0.7050803654493127,0.47,0.5990536957768188,0.68223903260871,0.48410482192695875,1,1,6.0,6.0
215,0.7707929243838544,0.5966666666666667,0.6817664426756302,0.7151393302358997,0.6303310764919896,1,1,6.0,6.0
216,0.800100199358984,0.6266666666666667,0.726212846247914,0.7769931293107444,0.6706031616153871,1,1,6.0,6.0
217,0.7376190340576302,0.52,0.6447063874547008,0.7292451307750044,0.5287047613623053,1,1,6.0,6.0
218,0.8063694463531037,0.6033333333333334,0.7276973386367178,0.7519684948003198,0.645294130024086,1,1,6.0,6.0
219,0.7797490887263343,0.5966666666666667,0.6938908165668516,0.7283144535183417,0.6320626015982025,1,1,6.0,6.0
220,0.8152264691513095,0.6533333333333333,0.7386000960430021,0.7628238931792454,0.702980561650846,1,1,6.0,6.0
221,0.8468026271777879,0.7066666666666667,0.7826172958950124,0.7947202530535145,0.7645895303445968,1,1,6.0,6.0
222,0.8803759140907579,0.72,0.8332225096120639,0.8363014019247207,0.7905654021999334,1,1,6.0,6.0
223,0.8763263998633711,0.76,0.8343184606010512,0.8601699973894118,0.820489727928953,1,1,6.0,6.0
224,0.8877753633976463,0.8,0.8412564712390467,0.8416443473052287,0.8526652180385879,2,1,0.0,0.0
225,0.8934795100908717,0.6966666666666667,0.8498135330512216,0.8469997078189215,0.7740797184135206,2,1,0.0,0.0
226,0.8972323528634675,0.7933333333333333,0.8558640612530158,0.8492561276645969,0.8542874247910119,2,1,0.0,0.0
227,0.8928881184006636,0.8133333333333334,0.8457214865739762,0.8454759589583376,0.8631876653088604,2,1,0.0,0.0
228,0.8811506877815506,0.7533333333333333,0.8248005807508656,0.833068763350113,0.8180941262537634,2,1,0.0,0.0
229,0.8511323144444357,0.68,0.7715135456699934,0.7757334855829372,0.7416076331999969,2,1,0.0,0.0
230,0.7812990941615539,0.5633333333333334,0.6783787912669879,0.6789539203526255,0.590942329704908,2,1,0.0,1.0
231,0.7990812891130683,0.5833333333333334,0.694506029976157,0.6972066571765574,0.6192913259632892,2,1,0.0,1.0
232,0.8256896091719976,0.6066666666666667,0.7260944872492199,0.7315886757665333,0.6533915610678039,2,1,0.0,1.0
233,0.807855839738274,0.6166666666666667,0.7135015282301368,0.7100089705784123,0.6612774737167084,2,1,0.0,1.0
234,0.8440623976849009,0.64,0.7608570211004977,0.8451301163733016,0.6971374713517723,2,1,0.0,1.0
235,0.8220696938362643,0.6233333333333333,0.7319245294848155,0.7130753283142535,0.6723549689240562,2,1,0.0,1.0
236,0.759226184501685,0.5266666666666666,0.6568117392561081,0.6639456638139931,0.5390698409512009,2,1,0.0,2.0
237,0.7505278763280787,0.5633333333333334,0.6372017934038536,0.6609284510352772,0.5870446421126678,2,1,0.0,2.0
238,0.734907371443879,0.5233333333333333,0.6240821157868176,0.7494960646505167,0.5332067884451588,2,1,0.0,2.0
239,0.7448311893176307,0.5366666666666666,0.6258472636669353,0.6569112798209851,0.551932064994404,2,1,0.0,2.0
240,0.7548837446951607,0.5533333333333333,0.6418943328649109,0.6611023115326556,0.5748320438785949,2,1,0.0,2.0
241,0.7352068598391712,0.5466666666666666,0.6029840788471629,0.6277250276110252,0.5642637513627671,2,1,0.0,2.0
242,0.6894315535226803,0.4633333333333333,0.570380211068877,0.7234280298598772,0.47991386948055215,2,1,0.0,3.0
243,0.698621617356724,0.45,0.5613400093041035,0.6146773890554753,0.4748621617356724,2,1,0.0,3.0
244,0.712373134563963,0.53,0.5842008722273065,0.7489487504832053,0.5409423880738378,2,1,0.0,3.0
245,0.7031564163835349,0.5233333333333333,0.5713818895717028,0.6179556673585369,0.5317250772090094,2,1,0.0,3.0
246,0.7218684246394206,0.6,0.5767513567580866,0.6114432993382074,0.624373684927884,2,1,0.0,3.0
247,0.6780239939199215,0.52,0.5415803412799298,0.606160272698757,0.5263209597567968,2,1,0.0,4.0
248,0.6786731586889716,0.49,0.5465912314635756,0.6062761579100128,0.4937734631737794,2,1,0.0,4.0
249,0.6776795862382388,0.45666666666666667,0.5364557228735622,0.6060700765035063,0.47582111969620294,2,1,0.0,4.0
250,0.6755247618177483,0.45666666666666667,0.5279820711244273,0.6783147570365404,0.4756343682464271,2,1,0.0,4.0
251,0.6772700676540593,0.51,0.5313951731097206,0.6059508985946476,0.5133454013530813,2,1,0.0,4.0
252,0.678738576260356,0.49,0.5443701117306458,0.7047816980867516,0.4937747715252071,2,1,0.0,4.0
253,0.6772700676540593,0.5766666666666667,0.5312172267727437,0.6912348262582229,0.5920925214847335,2,1,0.0,4.0
254,0.678738576260356,0.51,0.5345820530946567,0.6123808822232684,0.5133747715252072,2,1,0.0,4.0
255,0.6793698265365716,0.5,0.5434750874829344,0.703380938378178,0.5,2,1,1.0,4.0
256,0.6868125210001426,0.49,0.5465706547494007,0.7154448962457053,0.49393625042000283,2,1,1.0,4.0
257,0.6807176318791297,0.5366666666666666,0.5504451217962907,0.7036952186639371,0.5472304041155805,2,1,1.0,4.0
258,0.67537217302105,0.5133333333333333,0.5494955224921796,0.6051661004846952,0.5176543690583391,2,1,1.0,4.0
259,0.6821916309103889,0.51,0.5499157152688128,0.6091101404660921,0.5134438326182078,2,1,1.0,4.0
260,0.6964342619059293,0.52,0.5504373550201591,0.5971514378653516,0.5270573704762371,2,1,1.0,4.0
261,0.6701312638637212,0.49666666666666665,0.5315008909285949,0.6042868279983737,0.497823097314647,2,1,1.0,5.0
262,0.6704061268746697,0.4866666666666667,0.5361959564131846,0.6035936687639635,0.4915663856055468,2,1,1.0,5.0
263,0.6705869633291944,0.5333333333333333,0.5438439635103017,0.6757742909062026,0.5424835753330574,2,1,1.0,5.0
264,0.6703776297638199,0.5033333333333333,0.5315534546830628,0.6035852932066365,0.5044469619762032,2,1,1.0,5.0
